iteration,non_outlier_sq_error,
0,9.99446856986606,
1,5.92191441604634,
2,2.52578149355719,
3,7.17391091827617,
4,0.0143608604559729,
5,2.00607328197703e-27,
6,0.610809310606296,
7,24.9745743339022,
8,14.1487721875402,
9,9.71707853141377,
10,3.65526589043208e-26,
11,8.40276850211867,
12,8.19000742001323,
13,2.12992444409673e-27,
14,1.71553303826072,
15,8.56562868123971,
16,3.09926916337739,
17,7.9517179246278e-28,
18,2.13966829578171,
19,4.17993945974983,
20,23.8094574812718,
21,4.85006416084517,
22,12.4728807937772,
23,20.0714822859745,
24,5.51807538203578,
25,24.5082788794431,
26,0.0460169365676034,
27,7.56757883976551,
28,0.152723372246146,
29,37.5356194729034,
30,5.81456685658339,
31,3.75855479123813,
32,17.6016068650571,
33,16.9104102052415,
34,17.3536188460957,
35,3.79202152341836,
36,2.37013690358573,
37,0.00999681325050311,
38,6.07834505082441,
39,24.0249451029885,
40,1.94805514114595,
41,6.78941738118988,
42,1.37547703494089,
43,10.5898495253564,
44,5.8741671936497,
45,0.516759543763701,
46,2.11818463023168,
47,9.21536386418809,
48,11.0940711207563,
49,6.95150154903257,
50,40.3087692138308,
51,43.1700691378276,
52,49.092810438979,
53,68.099211038824,
54,31.6880959470517,
55,31.7474028852445,
56,44.9495646225882,
57,9.14114834199818,
58,44.3460076213342,
59,34.4606931669105,
60,49.6000470707566,
61,21.859769677927,
62,17.9006240614629,
63,51.6024195107938,
64,45.3387624175391,
65,40.7352657210061,
66,52.3857726174614,
67,24.5653836059983,
68,50.3019797758277,
69,24.2151584139463,
70,83.1847495424478,
71,66.0093262372975,
72,82.5601401279725,
73,59.3464691902044,
74,31.0066490001843,
75,59.8575420387927,
76,24.8832322653794,
77,63.2794048480276,
78,65.9588973612848,
79,29.4122674940765,
80,9.91879850635308,
81,65.3680231075954,
82,15.3373098296642,
83,92.0266746788247,
84,29.6918836257812,
85,84.1584227280627,
86,89.1132030925894,
87,12.8074497878453,
88,62.9453398124498,
89,17.0095484083568,
90,76.6147082756673,
91,11.3480165016417,
92,52.0365777816636,
93,31.4446519781231,
94,80.2442939080337,
95,66.9691861984719,
96,77.3576585839405,
97,27.7690646848576,
98,40.552660481967,
99,85.3405953064516,
