iteration,pca_error,true_dist,
0,38936.8365359871,112.297425028297,
1,12754.3658725585,31.8868234899211,
2,20999.4823744188,86.8951293787029,
3,39323.3291444546,70.2738246125817,
4,29655.5753837994,91.6767943077665,
5,13774.7441655937,160.063577409441,
6,15336.4825280096,35.2002733836787,
7,5042.77309538504,35.1161663453343,
8,115707.620438943,184.399512531975,
9,135695.120177442,213.868240748853,
10,50306.8134380817,172.761645340179,
11,35569.017262561,53.6498722704996,
12,147728.115290227,254.404327189615,
13,3241.95637682731,173.218267265144,
14,90391.7015347768,151.80031297093,
15,97250.5894173173,166.233081892428,
16,20791.4043491678,167.064802952673,
17,50016.2743195041,49.1521313385494,
18,31729.8645748947,51.3637273392187,
19,17969.4371135675,90.7651129166321,
20,90170.8227493684,227.026306938236,
21,29888.8000476246,47.2774914464147,
22,25366.9120342413,115.10536521241,
23,36363.7377963581,172.260913442681,
24,2077.70265530345,171.330829355651,
25,39365.3632392336,253.05539574922,
26,79508.7624212316,100.752220811143,
27,60922.7448976165,117.402343093772,
28,56064.6479108149,167.576594812732,
29,48410.5361514319,125.150259555349,
30,84766.0007526653,112.741532829309,
31,11279.7342885802,70.9927877902218,
32,12194.6607700939,158.355417488076,
33,37655.4583131772,64.5039943536152,
34,21076.117149969,68.9102483292708,
35,43228.1576703782,157.913939444649,
36,11747.9331765775,133.136915294753,
37,39244.1697967791,100.074226946871,
38,23485.8243940124,55.0887595840541,
39,88038.8039838915,180.722244693869,
40,37126.7207105541,101.670240186272,
41,40287.7016255074,122.733753063381,
42,32474.706084031,107.513968078114,
43,14313.0160737574,38.8011314970829,
44,4361.61012783675,42.2969019347716,
45,177008.454636275,196.396577930594,
46,58627.4272565237,258.113866329885,
47,135052.530338547,268.065468647855,
48,77280.0420899599,226.77892837272,
49,17567.1507704084,118.011471706777,
50,567.10670685887,16.9058643679536,
51,53818.7662448332,102.047940048131,
52,37420.8860117143,199.134049344369,
53,62740.5438819033,213.350088769057,
54,53581.6282395168,177.972368490982,
55,19908.9202439263,54.2421584908026,
56,29712.9050045115,124.721552541877,
57,222341.568584351,303.059269083175,
58,26751.3917443101,80.6058967750907,
59,14860.6183609571,12.5474280871944,
60,22609.6628286043,54.5301715604532,
61,47631.0133135362,96.7129997517472,
62,59691.0923642307,159.401785083963,
63,118796.597780945,268.994569118194,
64,85186.5961664667,217.637301727716,
65,15296.6725278173,49.2283726793572,
66,9186.73052212904,47.3374841870601,
67,299.460558850133,32.5796722573823,
68,51108.2859286311,168.024954611244,
69,31229.2263654363,36.9503137123163,
70,14980.9032966683,102.607509036084,
71,42905.9951824023,75.2587304351683,
72,20889.1456228732,103.152021046076,
73,7092.65663508981,25.9814287488761,
74,15913.9508177802,18.4944255640034,
75,88858.5985389912,195.548479053836,
76,37212.655811621,88.874400411339,
77,114629.883554169,168.55082963774,
78,54498.6444175478,74.2448366453736,
79,54521.1453048571,157.785040089597,
80,86574.0329640196,231.908874178551,
81,36484.8783344819,67.5619096957749,
82,5197.94324442219,20.1574945408707,
83,7003.36942300637,21.8620260124719,
84,6554.70590700334,24.8834216009433,
85,76640.4505987575,237.522857066205,
86,9653.86776498204,35.137408946065,
87,19420.5357175165,115.631848587296,
88,17066.7917056062,60.8260575120358,
89,32986.8477137817,120.975715288388,
90,3521.32048538977,15.2362291392613,
91,6474.03654135945,100.44162041625,
92,48677.1629842022,153.638715975507,
93,185985.68865925,236.920202711839,
94,13110.8758097006,54.8492039657755,
95,53321.0338432875,90.5197123545704,
96,22237.4836314063,72.5083590532359,
97,8852.89006165173,116.268699100836,
98,8080.50862571817,186.373529503398,
99,72401.1920545429,206.563431905925,
100,77544.1725649096,129.971849548894,
101,9919.33968849132,38.9190893769999,
102,16453.7903640173,90.5818179562937,
103,12778.1020714359,38.7362455526057,
104,74735.0108601833,173.708635903098,
105,1280.9129657389,33.5081601281609,
106,25183.3148754576,84.2412907440718,
107,26311.6933980071,68.4809783873635,
108,33233.9106467628,53.0414806989712,
109,67259.9354174733,171.628121174394,
110,51590.3737492411,118.518120448745,
111,60913.9386997016,73.7464486633782,
112,374.505077410088,27.1629310181593,
113,24950.5408911748,157.665073434356,
114,9867.04351545102,49.0967701530058,
115,117224.18461164,241.408260581422,
116,64296.0416129854,130.092684505284,
117,63569.3923732352,127.128488778812,
118,83585.9365170759,249.221540638045,
119,27340.0488514266,138.893792327661,
120,30889.747622332,127.538539153653,
121,129347.450743093,252.590878293393,
122,11528.5154175727,72.9693921989867,
123,45242.0721183671,121.889224739586,
124,3047.00610749998,33.9501377122363,
125,1815335.35628071,1006.97045297291,
126,1590942.66518934,552.833025997365,
127,2616390.79585929,1262.6169868537,
128,2596145.70611005,1361.77012088609,
129,4347131.64159259,1675.06109419194,
130,3837370.49577957,1702.42520326174,
131,944617.286833485,394.479315916313,
132,480536.972504084,205.826866361475,
133,242562.419093427,378.799989050673,
134,203023.542197821,251.219804435003,
135,960623.285486702,500.850035719863,
136,1723838.14985017,891.167742435488,
137,466658.90604468,377.736887896635,
138,586699.425510189,445.256487816054,
139,773360.00969966,486.465672652348,
140,1950178.85349459,776.225096827139,
141,2168083.25486523,1065.08539251524,
142,4598216.48093896,1563.28291821467,
143,4138232.42076021,1508.99140933494,
144,1045768.85479073,517.706366885138,
145,1288719.06370895,543.486145894841,
146,1165336.64142375,625.835046108765,
147,953483.722115359,704.016174421061,
148,2295162.11803641,1155.47965786385,
149,4758405.85753635,1859.18851159336,
150,3339122.79721066,1915.5399896706,
151,1130487.29628743,735.538540559177,
152,332899.191067782,384.122251291351,
153,542980.665379149,288.098166229646,
154,4469939.39149865,1799.82414144405,
155,3724400.93247753,1435.63161640181,
156,801150.065105969,433.9487301934,
157,2920507.71310839,1224.31327693137,
158,1327759.31495006,644.04614473821,
159,1856159.25919051,825.004091267654,
160,1373939.81180077,578.527107035189,
161,865514.073610917,649.497648638913,
162,750295.881344446,540.021974886747,
163,3980256.29442977,1533.77133143427,
164,1745053.97578792,862.602840868218,
165,3041725.80780972,1222.65107703535,
166,1209987.12468789,745.80347789406,
167,4246615.02932224,1889.81968218572,
168,1992640.98769139,1088.53857603204,
169,3567447.5830005,1896.29106205734,
170,3122537.00036884,1150.89203412766,
171,2950416.11850106,1556.10673785022,
172,333438.181618659,355.491791760053,
173,1048701.68303592,662.410747957701,
174,967937.465036455,496.315925154835,
175,2922760.01084565,1572.16620163248,
176,4074792.32145695,1526.50631443749,
177,2535696.43269604,1161.3608554239,
178,2645909.13028362,1620.56235640814,
179,1017860.97414794,564.789391852716,
180,568219.243845453,421.034846555878,
181,4208972.41281656,1439.8164559367,
182,3814419.86593523,1660.28496545864,
183,925532.726549714,394.280629000349,
184,1244874.15139238,712.954924570553,
185,3772182.8421196,1742.09225968802,
186,1354599.74286104,656.926626417643,
187,4469926.95413609,1860.53216343449,
188,4296945.0036115,1745.3510074482,
189,683953.087603799,505.219550107411,
190,4160953.1649594,1793.90094978724,
191,1185084.43181733,700.239210007996,
192,1131153.98948136,539.014301693106,
193,1118419.47183638,582.564525122854,
194,2036682.12188498,751.721392970489,
195,3997153.58543578,1771.04693348854,
196,4036661.04817933,2023.74197141782,
197,2801766.24447238,998.523833920319,
198,403269.059742391,272.320252381042,
199,2259226.06263362,1198.72055101489,
200,4143524.51791852,1763.66121443561,
201,1546490.75157647,715.583062244929,
202,771009.715056209,618.636383861228,
203,893416.933783199,469.817068424679,
204,610647.120467599,309.178110010858,
205,1292826.6989412,692.324065658712,
206,5394990.11774084,1859.64222226101,
207,1222218.91176278,847.935591687912,
208,2119110.9459576,1029.19745925793,
209,2747361.98852783,1028.12072591176,
210,1032876.55577294,599.690429078391,
211,2176341.28632558,1132.69226844467,
212,4779082.2192969,1838.49318564958,
213,912052.53119469,641.829195552633,
214,628703.42854424,598.810782194631,
215,3794526.52808713,1604.68962471122,
216,734954.881686942,428.80091775053,
217,4428967.32766182,1484.88702700567,
218,2069263.452247,845.103647861572,
219,657977.357989012,290.684779082044,
220,4819774.27654005,1822.74339899647,
221,3657792.87415705,1918.35589235668,
222,2879863.36943317,1338.75026604538,
223,1745395.59644541,754.705263804794,
224,1884459.2072538,996.169755900528,
225,1982831.19335829,1212.94247710213,
226,646015.290098391,564.232451913269,
227,405378.692144526,438.374143344316,
228,4649283.09817516,1713.84402748809,
229,1481042.71342649,640.488721202149,
230,2624319.67369231,959.423474582744,
231,1844565.07006491,803.611991672189,
232,1508803.00695294,751.201046199791,
233,2237054.76824089,1216.09417179657,
234,1863898.59333464,1221.33021873249,
235,3301926.46626382,1410.46707127329,
236,2183780.70458033,1324.28769930842,
237,2825515.72803048,1414.23350460527,
238,2289728.40544138,1468.82124971185,
239,1802638.69979127,772.280170232933,
240,2083048.41709062,1182.01156226054,
241,3390918.13883759,1252.90857090051,
242,365509.133982832,281.287189047965,
243,1434791.97469427,785.020799207752,
244,2400916.99146966,778.394206624365,
245,5351640.04300731,1823.00669339703,
246,1545001.93484509,758.58931089355,
247,3392154.85797052,1534.60205296283,
248,4023985.8962191,1509.37683935918,
249,488465.605622883,216.978827765979,
250,251014.698290224,348.442013234834,
251,183612.273661527,383.576094786587,
252,200853.767059747,598.332794563131,
253,208269.288235921,651.238262753583,
254,21822.6444938783,320.026509308737,
255,108533.078740131,315.446365507304,
256,191819.713393364,656.698617963009,
257,90903.4596269581,412.616253250371,
258,272044.415941957,503.359234549711,
259,180037.579831486,375.214893494336,
260,147220.317786035,364.351761140012,
261,113064.945616828,318.442823057896,
262,211886.216225947,336.188662521718,
263,72375.9640866063,295.90660919175,
264,338291.014441303,661.113325883486,
265,181174.11891406,483.084850007335,
266,66900.6646710598,323.318935639594,
267,175909.91493265,294.236134877641,
268,163569.398522909,438.457579137714,
269,298341.131705924,421.813433290124,
270,232053.297794702,403.493043886501,
271,42579.336323341,162.059678605135,
272,125055.109116786,500.977922324198,
273,156183.193506893,389.866392590819,
274,144389.600290255,307.850489603876,
275,12059.4721462939,285.641764416364,
276,101386.850367314,273.297816330373,
277,126788.033612059,280.601314387756,
278,61275.7566765142,292.801028840458,
279,166500.271839739,375.226116206947,
280,109374.889158438,351.194989630474,
281,42993.7209415042,203.653369940002,
282,292377.083677904,561.862477937475,
283,30871.6963058111,179.654982863441,
284,126418.607142419,211.352665100854,
285,341444.100434672,587.569547155243,
286,251065.830663737,535.685545247762,
287,488167.418751913,595.715247134745,
288,340186.99214785,567.810343180622,
289,90999.0497403358,410.067624483898,
290,48478.7497883105,429.59086523679,
291,341437.087828061,605.076220244251,
292,130070.478149949,370.64345564029,
293,20258.9941276446,206.997952439313,
294,178311.41425689,347.078538546626,
295,240026.943988432,425.841223259101,
296,129336.825172977,343.828849478998,
297,94443.8006103149,435.185684311477,
298,302140.681688984,478.884041547391,
299,77099.899053785,457.145577596379,
300,95294.7635995133,255.110223220033,
301,195555.284331288,495.525628951819,
302,544886.058940451,706.717845386746,
303,277228.618592369,401.812455015293,
304,28727.8297142747,306.483499226644,
305,141791.843967796,421.201752883116,
