iteration,pca_error,true_dist,
0,18142.2284301234,112.297425028297,
1,30466.2387270473,49.9236061534278,
2,8680.12165188674,185.862950889305,
3,66505.4934920288,231.729521070703,
4,28652.1072631313,110.578956277766,
5,48534.9535855934,193.94326742698,
6,27270.963943489,74.2147781937816,
7,50074.6674124545,137.142451965216,
8,5352.43857593019,79.9911496533988,
9,7799.28072584991,18.2797167126792,
10,16076.3800523022,105.330303828953,
11,17229.3010079503,125.684788863402,
12,1108.76250490408,66.2334819369106,
13,50037.8279167765,163.148424445737,
14,33545.2704511077,66.9070653167285,
15,20704.5029318147,26.6808755550099,
16,3505.77897124097,38.8873319656831,
17,13891.151020116,53.5397981722375,
18,8365.92623078487,43.2120424615983,
19,5042.36663090699,57.2063157275324,
20,16601.9576487111,31.869149376856,
21,26640.8843909669,201.025753910507,
22,28662.8462598129,115.194910097914,
23,46740.2889737322,269.567882915991,
24,581.636705970667,58.8953113574662,
25,10396.0668416176,96.3119255560223,
26,27548.6121496985,73.1241614221718,
27,47546.3899468723,145.904339527213,
28,51529.5012047033,236.772803349442,
29,8772.7687894221,56.8069229000272,
30,20865.030220993,159.109632198986,
31,24974.9024386907,97.4305879221205,
32,4403.69508732671,80.8227641840089,
33,32436.862127027,51.9245827545988,
34,13986.109018882,53.1293162633553,
35,44614.4714509432,119.172558124371,
36,6463.2069625428,22.7149133320666,
37,30497.9139482741,93.1049869497105,
38,3831.29382775003,83.4509463455549,
39,9847.8860053152,114.213729582541,
40,25762.1174018581,154.708276192726,
41,21610.6039414479,67.8651732722444,
42,18987.1368275933,109.36910167432,
43,3775.55156999203,119.195124886112,
44,25622.7356001861,146.94206174636,
45,57524.542078135,209.030714141094,
46,80797.7228915951,295.371471875448,
47,31131.7506432085,145.888212069463,
48,22434.1444216301,147.953755493399,
49,59557.2017561654,136.377438108015,
50,10225.8453370708,132.761778072314,
51,59830.4029216741,168.277090357956,
52,6117.66163398427,81.1677205546657,
53,56486.1168226659,168.250208760421,
54,37098.8699949944,129.517323260453,
55,8168.12727482615,34.1141922424795,
56,6514.13976949683,15.9303783441192,
57,11568.9752679802,171.397202710611,
58,90741.0721982916,273.648396237406,
59,23353.2145448256,40.5910771684432,
60,28422.3166804312,104.933042481682,
61,13422.7480110203,119.354892153796,
62,20865.2048015439,85.2504602123855,
63,15604.5097740806,145.0219248339,
64,79664.2043580524,279.117991004145,
65,8040.56853694438,83.7889671138057,
66,47608.6597716071,211.510891397869,
67,36046.0985588916,96.8120351749424,
68,4953.42508945044,144.966964715895,
69,16106.2378147174,94.9621174056481,
70,13996.4770610832,14.3790094671062,
71,12814.4027803909,10.2993705500298,
72,24706.2859813391,165.330928932558,
73,4514.48947879727,42.2605137052784,
74,75158.3104429036,267.720293932333,
75,4463.59879472783,40.8813128219752,
76,5894.71279449472,19.8520246782735,
77,55784.8982779222,189.863303235312,
78,55641.318485684,151.044699624109,
79,16563.8685859095,83.6687616224267,
80,53502.203229998,279.595230025198,
81,23.2742804766645,16.2863292570512,
82,53454.4281556227,236.625075250634,
83,13769.6018529423,12.8669504813366,
84,11799.8085581225,128.330169750922,
85,999.024797917496,92.0594124786029,
86,5571.75767099863,75.670846636408,
87,2253.8813987255,124.896973540565,
88,11391.2545398573,114.440284851225,
89,26634.5899734368,183.062276265256,
90,388.221020862904,137.340573400982,
91,515.024362072693,49.7348183911111,
92,54116.7494649206,181.769638737935,
93,2617.67652919315,37.4130799511714,
94,56986.8144973527,252.21273196426,
