iteration,pca_error,true_dist,
0,32463.9202826193,112.297425028297,
1,8089.13798676771,31.8868234899211,
2,15943.0276393139,86.8951293787029,
3,27555.761147887,70.2738246125817,
4,22165.5695956537,91.6767943077665,
5,8879.08139853158,160.063577409441,
6,13052.5619966844,35.2002733836787,
7,5042.68259011489,35.1161663453343,
8,82634.6788103944,184.399512531975,
9,87685.5654531128,213.868240748853,
10,52937.3537727615,172.761645340179,
11,24089.4837995402,53.6498722704996,
12,96289.9279276457,254.404327189615,
13,3196.66379981769,173.218267265144,
14,77079.8317867528,151.80031297093,
15,73010.5920305636,166.233081892428,
16,14355.165413785,167.064802952673,
17,30338.8269100506,49.1521313385494,
18,21420.0750899444,51.3637273392187,
19,9003.7459083044,90.7651129166321,
20,79825.9000556123,227.026306938236,
21,22578.2795161639,47.2774914464147,
22,24039.8449110994,115.10536521241,
23,33272.7579666403,172.260913442681,
24,2374.22735022706,171.330829355651,
25,19358.2537317499,253.05539574922,
26,54398.1894775875,100.752220811143,
27,49571.2901524528,117.402343093772,
28,40114.3053803152,167.576594812732,
29,32411.6192977158,125.150259555349,
30,68108.4120075466,112.741532829309,
31,4335.97822243777,70.9927877902218,
32,7634.77320776843,158.355417488076,
33,25991.0333933067,64.5039943536152,
34,14215.1258541289,68.9102483292708,
35,26338.93642921,157.913939444649,
36,9181.51895998888,133.136915294753,
37,25431.375854793,100.074226946871,
38,17675.0938415204,55.0887595840541,
39,63710.7332439492,180.722244693869,
40,33357.4076228748,101.670240186272,
41,31125.3654211526,122.733753063381,
42,22840.645879812,107.513968078114,
43,12368.6047921505,38.8011314970829,
44,4651.75883420566,42.2969019347716,
45,115913.417071458,196.396577930594,
46,47892.826990619,258.113866329885,
47,114758.806893574,268.065468647855,
48,63222.8610368021,226.77892837272,
49,15235.6229864507,118.011471706777,
50,567.125123219471,16.9058643679536,
51,28087.2208780616,102.047940048131,
52,25898.0497579539,199.134049344369,
53,49512.6167282175,213.350088769057,
54,36638.7567595725,177.972368490982,
55,20076.5687087747,54.2421584908026,
56,27893.7709229049,124.721552541877,
57,139907.628227429,303.059269083175,
58,12084.10415039,80.6058967750907,
59,16446.485617582,12.5474280871944,
60,8396.21158154176,54.5301715604532,
61,39546.7104379768,96.7129997517472,
62,58889.5046978166,159.401785083963,
63,92883.4968103816,268.994569118194,
64,60716.6215692247,217.637301727716,
65,6880.93257749699,49.2283726793572,
66,9918.23772038887,47.3374841870601,
67,185.21765597222,32.5796722573823,
68,36457.2772802969,168.024954611244,
69,25314.5195130064,36.9503137123163,
70,9920.40130068824,102.607509036084,
71,18921.451734218,75.2587304351683,
72,22153.1408525509,103.152021046076,
73,4365.69364191811,25.9814287488761,
74,15911.8119264304,18.4944255640034,
75,61957.023658247,195.548479053836,
76,34501.9135279682,88.874400411339,
77,94057.909889291,168.55082963774,
78,40729.5692907051,74.2448366453736,
79,27997.023102103,157.785040089597,
80,70369.525622362,231.908874178551,
81,31662.4754309084,67.5619096957749,
82,4534.23697887066,20.1574945408707,
83,8207.86518307006,21.8620260124719,
84,4477.6368888522,24.8834216009433,
85,66362.6498847672,237.522857066205,
86,5798.80722515643,35.137408946065,
87,17768.3938329616,115.631848587296,
88,12255.1386768742,60.8260575120358,
89,22798.6547938646,120.975715288388,
90,3520.16224524158,15.2362291392613,
91,3675.21621426766,100.44162041625,
92,41025.3439606183,153.638715975507,
93,128555.809717586,236.920202711839,
94,9559.78089872213,54.8492039657755,
95,43148.6890920025,90.5197123545704,
96,12627.9233874897,72.5083590532359,
97,8477.35190664539,116.268699100836,
98,8640.68482029196,186.373529503398,
99,62264.175618107,206.563431905925,
100,60187.4896520496,129.971849548894,
101,6639.15112501395,38.9190893769999,
102,14017.7398261214,90.5818179562937,
103,15518.1814978463,38.7362455526057,
104,40550.455010172,173.708635903098,
105,1060.92841916843,33.5081601281609,
106,13729.6786308964,84.2412907440718,
107,17729.7161448047,68.4809783873635,
